dbkey,hastargetcl,simscore,caplettersworddif,urlsim,onlycaplettersdif,category,hastargettag,nwordstarget,nersimilarity,hastargetnumber,same,langdif,hassourcenumber,numbersim,hastargetemail,hastargetnameentity,hassourceemail,hastargetpunctuation,cgscore,tagsim,hassourcenameentity,emailsim,hastargeturl,hassourcecl,hassourcetag,hassourcepunctuation,punctsim,nwordssource,hassourceurl
1550-1550,1.0,0.76,0.25,1.0,0.0,1,0.0,194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.63,162,0.0
1551-1551,1.0,0.87,0.0,1.0,0.0,1,0.0,238,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,208,0.0
1552-1552,1.0,0.87,0.0,1.0,0.0,1,0.0,234,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,179,0.0
1553-1553,1.0,0.5,0.0,1.0,0.0,1,0.0,52,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.89,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,34,0.0
1554-1554,0.0,0.85,0.0,1.0,0.0,1,0.0,30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.31,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25,0.0
1555-1555,1.0,0.83,0.0,1.0,0.0,1,0.0,70,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.43,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,80,0.0
1556-1556,1.0,0.99,0.0,1.0,0.0,1,0.0,435,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,404,0.0
1557-1557,1.0,0.55,0.0,1.0,0.0,1,0.0,117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,100,0.0
1558-1558,1.0,0.67,0.285714285714,1.0,0.0,1,0.0,68,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.77,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,50,0.0
1559-1559,1.0,0.5,0.0,1.0,0.0,1,0.0,42,0.666666666667,1.0,0.0,1.0,1.0,0.71,0.0,1.0,0.0,0.0,0.55,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,33,0.0
1560-1560,1.0,0.86,0.0,1.0,0.5,1,0.0,36,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.99,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,21,0.0
1561-1561,0.0,0.3,0.5,1.0,0.0,1,0.0,78,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.28,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,75,0.0
1562-1562,1.0,0.45,0.0,1.0,0.0,1,0.0,116,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,101,0.0
1563-1563,1.0,0.64,0.0,1.0,0.5,1,0.0,181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.33,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,191,0.0
1564-1564,1.0,0.72,0.0,1.0,0.0,1,0.0,258,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,193,0.0
1565-1565,1.0,0.45,0.0,1.0,0.0,1,0.0,28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.24,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,25,0.0
1566-1566,1.0,0.63,0.0555555555556,1.0,0.0625,1,0.0,56,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,54,0.0
1567-1567,1.0,0.6,0.25,1.0,0.0,1,0.0,23,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0
1568-1568,1.0,0.86,0.0,1.0,0.0,1,0.0,37,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,41,0.0
1569-1569,1.0,0.91,0.0,1.0,0.0,1,0.0,251,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.99,254,0.0
1570-1570,1.0,0.35,0.0,1.0,0.0,1,0.0,71,0.0,1.0,0.0,1.0,1.0,0.58,0.0,1.0,0.0,0.0,1.97,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,31,0.0
1571-1571,1.0,0.65,0.0,1.0,0.0,1,0.0,228,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,214,0.0
1572-1572,0.0,0.93,0.0,1.0,0.0,1,0.0,115,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.73,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93,0.0
1573-1573,0.0,0.48,0.666666666667,1.0,0.0,1,0.0,46,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,49,0.0
1574-1574,1.0,0.95,0.125,1.0,0.0,1,0.0,154,0.912870929175,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.74,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,125,0.0
1575-1575,1.0,0.72,0.0,1.0,0.0,1,0.0,240,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,193,0.0
1576-1576,1.0,0.92,0.0,1.0,0.0,1,0.0,90,1.0,1.0,0.0,0.0,1.0,0.98,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90,0.0
1577-1577,1.0,0.62,0.0,1.0,0.0,1,0.0,214,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.89,167,0.0
1578-1578,1.0,0.76,0.25,1.0,0.0,1,0.0,41,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.42,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,33,0.0
1579-1579,1.0,0.96,0.0,1.0,0.0,1,0.0,47,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.23,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,52,0.0
1580-1580,1.0,0.73,0.0,1.0,0.0,1,0.0,77,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90,0.0
1581-1581,1.0,0.6,0.25,1.0,0.0,1,0.0,114,0.0,1.0,0.0,0.0,1.0,0.71,0.0,1.0,0.0,0.0,0.69,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,95,0.0
1582-1582,1.0,0.58,0.25,1.0,0.0,1,0.0,43,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.38,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,0.0
1583-1583,1.0,0.88,0.0,1.0,0.0,1,0.0,117,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,127,0.0
1584-1584,1.0,0.78,0.0,1.0,0.0,1,0.0,79,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,65,0.0
1585-1585,1.0,0.73,0.0,1.0,0.0,1,0.0,88,0.0,1.0,0.0,0.0,1.0,0.71,0.0,1.0,0.0,0.0,0.68,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,71,0.0
1586-1586,1.0,0.85,0.0,1.0,0.0,1,0.0,75,0.0,1.0,0.0,0.0,1.0,0.89,0.0,1.0,0.0,0.0,0.05,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,75,0.0
1587-1587,1.0,0.57,0.0,1.0,0.0,1,0.0,97,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,102,0.0
1588-1588,0.0,0.57,0.5,1.0,0.0,1,0.0,44,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.96,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,27,0.0
1589-1589,1.0,0.73,0.0,1.0,0.0,1,0.0,92,0.0,1.0,0.0,0.0,1.0,0.58,0.0,1.0,0.0,0.0,0.81,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,71,0.0
1590-1590,1.0,0.43,0.0,1.0,0.0,1,0.0,45,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.61,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,54,0.0
1591-1591,1.0,0.7,0.25,1.0,0.0,1,0.0,81,0.0,1.0,0.0,0.0,1.0,0.82,0.0,1.0,0.0,0.0,0.72,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,62,0.0
1592-1592,1.0,0.82,0.0,1.0,0.0,1,0.0,189,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.59,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,168,0.0
1593-1593,1.0,0.6,0.0,1.0,0.0,1,0.0,144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,143,0.0
1594-1594,1.0,0.39,0.05,1.0,0.0625,1,0.0,160,0.0,1.0,0.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.72,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,137,0.0
1595-1595,1.0,0.69,0.166666666667,1.0,0.0,1,0.0,73,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.91,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,52,0.0
1596-1596,0.0,0.96,0.0,1.0,0.0,1,0.0,38,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,0.0
1597-1597,1.0,1.0,0.25,1.0,0.0,1,0.0,21,0.707106781187,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.09,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,20,0.0
1598-1598,0.0,0.5,0.0,1.0,0.0,1,0.0,29,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,27,0.0
1599-1599,1.0,0.62,0.0,1.0,0.0,1,0.0,104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.17,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,101,0.0
1600-1600,1.0,0.75,0.0,1.0,0.0,1,0.0,156,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,155,0.0
1601-1601,1.0,0.87,0.1,1.0,0.5,1,0.0,155,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,156,0.0
1602-1602,0.0,0.73,0.0,1.0,0.0,1,0.0,44,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,41,0.0
1603-1603,1.0,0.42,0.0,1.0,0.0,1,0.0,67,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.58,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,55,0.0
1604-1604,1.0,0.83,0.0,1.0,0.5,1,0.0,34,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,31,0.0
1605-1605,1.0,0.26,0.0952380952381,1.0,0.05,1,0.0,71,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,71,0.0
1606-1606,1.0,0.69,0.5,1.0,0.0,0,0.0,227,0.0,1.0,0.0,0.0,1.0,0.89,0.0,1.0,0.0,0.0,2.86,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.71,118,0.0
1607-1607,1.0,0.64,0.0,1.0,0.0,0,0.0,162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.67,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,139,0.0
1608-1608,0.0,0.0,0.0,1.0,0.0,0,0.0,19,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,17,0.0
1609-1609,1.0,0.31,0.25,1.0,0.0,0,0.0,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,50,0.0
1610-1610,1.0,0.96,0.666666666667,1.0,0.0,0,0.0,74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.35,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,67,0.0
1611-1611,1.0,0.52,0.4,1.0,0.0,0,0.0,64,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.63,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,80,0.0
1612-1612,0.0,0.2,0.666666666667,1.0,0.0,0,0.0,21,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.35,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,26,0.0
1613-1613,1.0,0.74,0.0384615384615,1.0,0.0,0,0.0,157,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.03,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.82,156,0.0
1614-1614,0.0,0.7,0.0,1.0,0.0,0,0.0,132,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,125,0.0
1615-1615,1.0,0.38,0.0,1.0,0.0,0,0.0,61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.27,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,36,0.0
1616-1616,1.0,0.75,0.0,1.0,0.0,0,0.0,52,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,48,0.0
1617-1617,1.0,0.45,0.5,1.0,0.0,0,0.0,156,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,4.26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.51,34,0.0
1618-1618,0.0,0.0,0.0,1.0,0.0,0,0.0,30,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31,0.0
1619-1619,1.0,0.67,0.0,1.0,0.0,0,0.0,50,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.36,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,45,0.0
1620-1620,1.0,0.44,0.0,1.0,0.0,0,0.0,66,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.37,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,55,0.0
1621-1621,1.0,0.31,0.25,1.0,0.0,0,0.0,54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.29,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,50,0.0
1622-1622,1.0,0.0,0.153846153846,1.0,0.25,0,0.0,29,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.46,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,55,0.0
1623-1623,1.0,0.37,0.105263157895,1.0,0.105263157895,0,0.0,64,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,58,0.0
1624-1624,0.0,0.67,0.5,1.0,0.0,0,0.0,47,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.72,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,35,0.0
1625-1625,0.0,0.58,0.5,1.0,0.5,0,0.0,182,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.71,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120,0.0
1626-1626,1.0,0.33,0.0,1.0,0.0,0,0.0,103,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,89,0.0
1627-1627,1.0,0.4,0.3,1.0,0.5,0,0.0,194,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.63,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.5,100,0.0
1628-1628,1.0,0.26,0.0,1.0,0.0,0,0.0,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,24,0.0
1629-1629,1.0,0.2,0.5,1.0,0.0,0,0.0,37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.54,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,16,0.0
1630-1630,1.0,0.49,0.5,1.0,0.5,0,0.0,83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.53,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,165,0.0
1631-1631,1.0,0.52,0.25,1.0,0.0,0,0.0,120,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,128,0.0
1632-1632,0.0,0.38,0.0,1.0,0.0,0,0.0,50,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,46,0.0
1633-1633,1.0,0.54,0.105263157895,1.0,0.166666666667,0,0.0,43,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.31,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,50,0.0
1634-1634,1.0,0.63,0.4,1.0,0.0,0,0.0,135,0.0,1.0,0.0,0.0,1.0,0.38,0.0,1.0,0.0,0.0,2.77,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.22,242,0.0
1635-1635,0.0,0.45,0.5,1.0,0.0,0,0.0,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,28,0.0
1636-1636,1.0,0.35,0.25,1.0,0.5,0,0.0,141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.26,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,99,0.0
1637-1637,1.0,0.24,0.0,1.0,0.0,0,0.0,148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,111,0.0
1638-1638,1.0,0.6,0.0,1.0,0.0,0,0.0,90,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.52,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,101,0.0
1639-1639,1.0,0.32,0.0,1.0,0.0,0,0.0,70,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.91,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,50,0.0
1640-1640,1.0,0.35,0.0,1.0,0.0,0,0.0,92,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.39,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,18,0.0
1641-1641,1.0,1.0,0.0,1.0,0.0,0,0.0,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.15,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0
1642-1642,0.0,0.37,0.0,1.0,0.0,0,0.0,42,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.61,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,33,0.0
1643-1643,0.0,0.61,0.666666666667,1.0,0.0,0,0.0,28,0.0,1.0,0.0,0.0,1.0,0.71,0.0,0.0,0.0,0.0,1.64,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,60,0.0
1644-1644,1.0,0.36,0.0,1.0,0.0,0,0.0,73,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.69,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18,0.0
1645-1645,0.0,0.17,0.0,1.0,0.0,0,0.0,21,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,0.0
1646-1646,1.0,0.88,0.0,1.0,0.0,0,0.0,99,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.48,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,83,0.0
1647-1647,1.0,0.85,0.0,1.0,0.0,0,0.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,38,0.0
1648-1648,1.0,0.54,0.25,1.0,0.0,0,0.0,203,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.78,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,104,0.0
1649-1649,1.0,0.6,0.0,1.0,0.0,0,0.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27,0.0
1650-1650,1.0,0.05,0.4,1.0,0.0,0,0.0,152,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.27,75,0.0
1651-1651,1.0,0.24,0.5,1.0,0.0,0,0.0,48,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.9,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.97,211,0.0
1652-1652,1.0,0.13,0.0,1.0,0.0,0,0.0,123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.02,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,63,0.0
1653-1653,0.0,0.0,0.5,1.0,0.0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.54,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25,0.0
1654-1654,1.0,0.83,0.0,1.0,0.0,0,0.0,193,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,180,0.0
1655-1655,1.0,0.33,0.5,1.0,0.0,0,0.0,183,0.288675134595,1.0,0.0,0.0,1.0,0.58,0.0,1.0,0.0,0.0,3.42,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.71,73,0.0
1656-1656,1.0,0.82,0.0,1.0,0.0,0,0.0,144,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,150,0.0
1657-1657,1.0,0.59,0.0,1.0,0.0,0,0.0,153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.13,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.87,115,0.0
1658-1658,1.0,0.29,0.0,1.0,0.0,0,0.0,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.55,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,30,0.0
1659-1659,1.0,0.63,0.5,1.0,0.0,0,0.0,217,0.0,1.0,0.0,0.0,1.0,0.85,0.0,1.0,0.0,0.0,2.89,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,114,0.0
1660-1660,1.0,0.68,0.0,1.0,0.0,0,0.0,215,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.49,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,197,0.0
1661-1661,1.0,0.17,0.5,1.0,0.8,0,0.0,39,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,44,0.0
1662-1662,1.0,0.69,0.25,1.0,0.0,0,0.0,118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.19,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.33,120,0.0
1663-1663,1.0,0.46,0.0,1.0,0.0,0,0.0,166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.56,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95,188,0.0
1664-1664,0.0,0.0,0.5,1.0,0.0,0,0.0,35,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.48,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39,0.0
1665-1665,1.0,0.46,0.571428571429,1.0,0.0,0,0.0,41,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.95,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,61,0.0
1666-1666,1.0,0.92,0.0,1.0,0.0,0,0.0,163,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.06,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.33,161,0.0
1667-1667,1.0,0.41,0.5,1.0,0.0,0,0.0,134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.69,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34,0.0
